,question,answer,question_id
1057,什么是A股，B股，H股，N股，S股,A股的正式名称是人民币普通股票。它是由我同境内的公司发行，供境内机构、组织或个人（不含台、港、澳投资者）以人民币认购和交易的普通股股票，我国A股股票市场经过几年快速发展，已经初具规模。&lt;br /&gt;　　B股的正式名称是人民币特种股票，它是以人民币标明面值， 以外币认购和买卖，在境内（上海、深圳）证券交易所上市交易的。它的投资人限于：外国的自然人、法人和其他组织，香港、澳门、台湾地区的自然人、法人和其他组织，定居在国外的中国公民。中国证监会规定的其他投资人。现阶段B股的投资人，主要是上述几类中的机构投资者。B股公司的注册地和上市地都在境内。只不过投资者在境外或在中国香港，澳门及台湾。&lt;br /&gt;　　H股，即注册地在内地、上市地在香港的外资股。香港的英文是HOngKOng，取其字首，在港上市外资股就叫做H股。依此类推，纽约的第一个英文字母是N，新加坡的第一个英文字母是S，纽约和新加坡上市的股票就分别叫做N股和S股。,1057
1058,大阴线,大阴线，又称光头光脚阴线，表明该日交易以最低价收盘，并且最高价就是当日的开盘价，这说明该种货币的跌势很强，一路下跌支撑力不大。阴线越长，则表明跌势很强，空方势力很强大。,1058
1059,大阳线,大阳线，又称光头光脚阳线，表明该日交易以最高价收盘，并且最低价就是当日的开盘价，这说明该种货币的涨势很强，一路上涨，阻力不大。阳线越长，则表明涨势越长，多方势力很强大。,1059
1060,K线图的意义,从单个K线来看，由于其涨跌幅度及上下影线的长度不同，可能具有不同的市场意义。而即使是同样形状的K线，如果出现在高价位或低价位的意义也将有所不同。,1060
1061,K线的概念,k线是由一段时间内的开盘价、收盘价、最高价和最低价组成，表示这段时间内买卖双方的力量对比情况。K线图又称蜡烛线、红黑线、阴阳线,1061
1062,K线图“双针探底”,双针探底：双针探底是指两根有一定间隔（或无间隔）的K线，都带有较长的下影线，下影线的位置非常的接近或相同。,1062
1063,K线图衰竭缺口,当趋势行情即将接近尾声时，由于有多方力量的集中消耗性释放或空方的恐慌性抛售，因而会出现衰竭型缺口。但衰竭型缺口与上述的突破缺口和持续缺口不同，一般很快会在短时间内被回补，同时也常伴随原有市场趋势的结束和一个新的整理形态的开始。,1063
1064,K先图持续缺口,持续缺口的重要特征是经常出现在行情的加速过程中，同时较少有密集成交形态相伴随。由于持续缺口对行情有助长助跌的作用，因此也一样不会被轻易回补。投资者应该注意的是如果此前已有突破型缺口出现，在极端的情况下有时会产生2个以上的持续缺口。,1064
1065,K线图突破缺口,突破缺口一般出现在股价打破盘局的初期，当突破缺口出现后，股价会迅速脱离整理状态或当时的成交密集区，一般情况下，突破缺口在3个交易日内，甚至在较长时间内都不会被轻易回补。在股指或股价有明显的趋势特征后，常常在趋势的中途出现跳空现象而形成持续缺口。,1065
1066,K线图普通缺口,对于普通缺口而言，经常出现在波动范围不大的整理形态中，当股价暂时出现跳空缺口后，一般都不会导致股价当时形态和趋势的明显改变，短时间内的走势仍是继续维持盘整的格局。从统计数据来看，这种缺口在3个交易日内都会被回补。但其余三种类型的缺口，则各有不同的特点。,1066
1067,跳空缺口,跳空缺口是指股的开盘价高于昨天的最高价或低于昨天的最低价，使K线图出现空档的现象。&lt;br /&gt;举个例子：昨天收盘点位1000点，今天开盘1020点，全天始终在1020点上方运行，就是一个完整的20点跳空缺口；如果当天最低点低于1000点，只能叫跳高开盘，缺口已经弥补。如果最低在1000到1020之间，就是部分弥补。,1067
1068,注册制,注册制即所谓的公开管理原则，实质上是一种发行公司的财务公开制度，以美国联邦证券法为代表。它要求发行证券的公司提供关于证券发行本身以及同证券发行有关的一切信息，以招股说明书为核心。&lt;br /&gt;证券发行注册制是指证券发行申请人依法将与证券发行有关的一切信息和资料公开， 制成法律文件，送交主管机构审查， 主管机构只负责审查发行申请人提供的信息和资料是否履行了信息披露义务的一种制度。 其最重要的特征是：在注册制下证券发行审核机构只对注册文件进行形式审查， 不进行实质判断。,1068
1069,支撑线,股市受利空信息的影响，股价跌至某一价位时，做空头的认为有利可图，大量买进股票，使股价不再下跌，甚至出现回升趋势。股价下跌时的关卡称为支撑线。,1069
1070,阻力线,股市受利多信息的影响，股价上涨至某一价格时，做多头的认为有利可图，便大量卖出，使股价至此停止上升，甚至出现回跌。股市上一般将这种遇到阻力时的价位称为关卡，股价上升时的关卡称为阻力线。,1070
1071,什么是套牢,是指进行股票交易时所遭遇的交易风险。例如投资者预计股价将上涨，但在买进后股价却一直呈下跌趋势，这种现象称为多头套牢。相反，投资者预计股价将下跌，将所借股票放空卖出，但股价却一直上涨，这种现象称为空头套牢。,1071
1072,跳空,指受强烈利多或利空消息刺激，股价开始大幅度跳动。跳空通常在股价大变动的开始或结束前出现。,1072
1073,轧空,即空头倾轧空头。股市上的股票持有者一致认为当天股票将会大下跌，于是多数人却抢卖空头帽子卖出股票，然而当天股价并没有大幅度下跌，无法低价买进股票。股市结束前，做空头的只好竞相补进，从而出现收盘价大幅度上升的局面。,1073
1074,多杀多,即多头杀多头。股市上的投资者普遍认为当天股价将会上涨是大家抢多头帽子买进股票，然而股市行情事与愿违，股价并没有大幅度上涨，无法高价卖出股票，等到股市结束前，持股票者竞相卖出，造成股市收盘价大幅度下跌的局面。,1074
